id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,label
51094,0,1,mid,18,93,135,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,120,159,129,126,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,6,18,0
141918,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,174,0,105,0,27,27,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,33,93,0
147216,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50689,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,903,0
110336,1,1,high,0,15,54,69,0,0,0,0,0,0,0,0,0,0,0,162,63,0,0,147,144,111,108,0,0,0,0,0,0,0,0,0,24,165,0,0,0,0,0,3,18,219,846,0
68888,0,1,mid,0,51,51,108,0,0,0,0,0,0,0,0,0,0,162,159,0,180,0,177,174,99,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,135,309,564,1389,0
127611,0,1,high,0,3,51,126,0,0,0,0,0,0,0,0,0,0,147,201,0,192,0,195,195,135,96,0,0,0,108,0,0,0,0,0,45,192,0,0,0,0,0,6,39,57,228,0
136529,0,1,high,3,60,72,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,165,162,54,54,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,27,57,2928,5862,0
102308,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,234,165,159,48,93,0,0,0,102,0,0,0,0,0,0,168,0,0,0,0,0,3,3,375,927,0
50637,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,291,0
36315,0,1,high,48,48,144,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,144,189,45,108,0,0,0,123,0,0,0,0,0,0,147,0,0,0,0,0,222,612,825,1887,1
32317,0,0,high,60,90,204,0,33,0,0,0,0,0,0,0,0,0,156,30,0,0,0,153,189,153,60,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,120,192,1
89870,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,90,0,177,0,15,15,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,3,3,159,321,0
133779,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,192,0
149221,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,9,0,132,129,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,3,78,0
129587,0,0,low,0,51,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23918,0,1,low,0,48,69,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,99,243,309,1161,1
88151,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57083,0,1,high,24,36,105,108,48,0,0,0,0,0,0,0,0,0,0,45,0,0,0,90,18,39,39,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,18,90,603,1338,0
17497,0,1,high,42,57,57,24,21,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,426,1
78637,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127534,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,21,96,0
94985,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,99,0,114,111,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,156,450,0
122491,0,1,low,15,21,63,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,18,72,96,246,0
24499,0,0,low,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135904,0,1,high,0,0,0,162,0,0,0,0,0,0,0,0,0,0,78,135,0,129,0,183,162,162,156,0,0,0,99,0,0,0,0,0,0,156,0,0,0,0,0,0,18,45,153,0
114546,1,1,high,0,0,0,75,0,72,0,0,0,0,0,0,0,0,0,174,0,0,0,177,183,45,111,0,0,0,0,0,0,0,0,150,0,144,0,0,0,0,0,0,0,51,159,0
96775,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168853,0,1,mid,0,0,3,30,0,0,0,0,0,0,0,0,0,0,78,150,198,0,0,138,168,72,27,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,6,18,0
128507,1,1,mid,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,153,0,12,33,0,0,0,51,0,0,0,0,0,0,156,0,0,0,0,0,0,0,15,69,0
25385,0,0,high,24,93,141,9,48,0,0,0,0,0,0,0,0,0,0,48,0,0,0,21,24,75,72,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,243,750,1
103795,0,0,mid,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,6,24,75,0
113342,0,1,mid,30,30,51,0,0,0,0,0,0,0,0,0,0,0,21,135,0,0,0,147,141,117,105,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,21,60,297,675,0
47585,0,1,mid,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,144,69,66,63,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,402,1596,0
23648,0,0,high,27,36,54,87,0,0,0,0,0,0,0,0,0,0,12,117,0,0,0,96,108,30,24,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,126,363,1
63696,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,183,0,0,0,162,0,51,48,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,213,759,0
69430,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,135,0,129,96,90,87,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,96,297,0
75,0,0,high,48,48,81,30,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,159,183,69,108,0,0,0,90,0,0,12,0,9,0,48,0,0,0,0,0,30,51,660,1665,1
2776,0,0,low,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
46534,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144881,0,0,low,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,246,0
72383,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0
118610,0,0,low,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121900,0,0,low,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132819,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,177,0,105,102,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0
22792,0,1,high,0,78,99,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,57,33,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,414,978,1875,4563,1
36669,0,1,mid,0,93,198,39,126,0,0,0,0,0,0,0,0,0,0,117,0,0,0,129,123,69,99,0,0,0,0,0,0,0,0,36,60,84,0,0,0,0,0,69,312,162,1047,1
15510,0,0,mid,21,21,33,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,45,42,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,165,252,1
59434,0,1,low,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,87,0
67218,0,1,high,0,87,87,0,0,0,0,0,0,0,0,0,0,0,156,156,0,87,0,189,129,156,162,0,0,0,0,0,0,0,0,204,0,165,0,0,0,0,0,27,105,240,828,0
115742,0,1,high,0,33,33,0,78,0,0,0,0,0,0,0,0,0,9,84,0,0,0,87,18,123,138,0,0,0,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,159,261,0
64972,0,1,high,0,0,6,12,0,0,0,0,0,0,0,0,0,0,24,129,0,0,0,129,0,123,150,0,0,0,93,0,0,0,0,0,0,153,0,0,0,0,0,6,6,108,285,0
56724,0,1,high,15,18,69,0,0,0,0,0,150,0,0,0,0,0,0,108,0,0,0,144,57,30,30,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,87,150,939,1986,0
101193,0,1,high,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,144,0,171,0,153,150,0,105,0,0,0,114,0,0,0,0,0,0,156,0,0,0,0,0,27,39,57,90,0
110343,0,1,low,0,0,21,0,0,0,0,0,0,0,0,0,0,0,78,18,0,0,0,66,33,168,165,0,0,0,51,0,0,0,0,0,0,57,0,0,0,0,0,0,0,78,144,0
171342,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,69,0,33,30,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,12,12,0
157187,0,1,mid,0,42,63,171,12,0,0,0,0,0,0,0,0,0,174,0,0,0,0,141,201,105,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,33,84,96,267,0
107338,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,141,0,105,0,177,162,126,36,0,0,0,45,0,0,0,0,0,0,144,0,0,0,0,0,0,0,219,798,0
167320,1,1,high,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,27,0,72,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,54,246,0
142827,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0
118505,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,87,0
127299,1,1,mid,0,0,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,210,0
95261,1,1,mid,0,6,27,0,51,0,0,0,0,0,0,0,0,0,36,87,0,0,0,174,132,123,201,0,0,0,0,0,165,0,0,0,0,135,0,0,0,0,0,0,0,228,543,0
165966,0,0,high,0,48,48,9,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,18,27,0,18,0,0,0,42,0,0,0,0,0,0,24,0,0,0,0,0,0,0,540,2328,0
90854,1,1,mid,15,105,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,33,90,408,1401,0
161699,1,1,mid,0,0,48,30,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,141,147,114,111,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,9,39,105,0
5485,0,0,high,12,15,150,162,84,0,0,0,0,0,0,0,0,0,30,30,0,0,0,189,150,63,93,0,0,0,105,0,0,0,0,0,147,138,0,0,0,0,0,24,102,267,672,1
10980,0,0,high,6,72,105,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,159,138,15,54,0,0,0,81,0,0,0,60,0,0,204,0,0,0,0,0,0,0,99,234,1
63504,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,168,0,0,0,156,162,84,150,0,0,0,45,141,66,120,0,51,0,141,0,0,0,0,0,0,3,60,180,0
21698,0,1,high,0,0,0,24,0,0,0,0,0,0,0,0,0,0,21,42,0,0,0,33,27,15,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,15,96,117,417,1
114124,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,0,120,117,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,6,21,0
47988,0,1,high,0,45,69,0,0,0,0,0,0,0,0,0,0,0,126,168,0,0,0,165,129,75,48,0,0,0,0,0,0,0,90,0,0,162,198,0,0,0,0,81,81,156,204,0
134086,0,1,low,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,213,0
107166,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,102,0
90345,0,0,mid,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,156,102,39,39,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,585,1038,0
40729,0,0,high,0,0,27,0,0,0,0,0,0,0,0,0,0,0,12,39,0,0,0,24,0,138,144,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,3,1
134866,0,1,mid,0,15,27,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,15,15,108,345,0
32750,1,1,mid,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,153,18,96,96,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,6,45,84,432,1
41134,0,0,high,12,21,24,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,24,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1
155143,1,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,57,222,0
23611,0,1,mid,0,69,108,0,0,0,0,0,0,0,0,0,0,0,0,144,0,129,0,159,87,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,9,24,1
145674,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,759,0
126487,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,120,177,0
62622,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109969,0,1,mid,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,162,156,105,147,0,0,0,93,0,0,36,0,0,0,135,0,0,0,0,0,6,27,171,429,0
4737,0,1,high,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,48,51,1
11418,0,0,high,24,81,81,192,0,0,0,0,0,0,0,0,0,0,108,174,0,0,0,159,177,186,207,0,0,0,174,0,0,0,0,66,0,156,0,0,0,0,0,0,0,186,540,1
43967,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,30,0,87,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,90,168,0
32141,0,0,low,54,54,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122479,0,1,mid,12,78,78,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,96,0,111,123,0,0,0,39,0,0,0,0,0,0,57,0,0,0,0,0,3,24,180,699,0
62943,1,1,high,0,0,0,24,117,0,0,0,0,0,0,0,0,0,0,111,0,0,0,114,96,18,60,0,0,0,84,0,0,0,0,0,0,78,0,0,0,0,0,3,9,303,849,0
25710,0,1,high,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,69,159,1
163765,0,0,low,0,42,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,147,441,0
47089,0,0,high,0,0,63,0,0,0,0,0,0,0,0,0,0,0,9,93,0,30,0,81,120,21,18,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,267,1014,0
50526,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162874,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102200,0,1,mid,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,117,120,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,24,63,564,1530,0
145633,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0
94313,1,1,mid,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,24,54,51,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,24,108,0
51573,0,0,high,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30,0,72,0,9,15,39,39,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,12,24,144,357,0
7802,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,84,87,111,108,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1
5336,0,1,high,0,54,54,0,30,0,0,0,0,0,0,0,0,0,33,24,0,39,0,33,39,84,66,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,9,12,72,1
80241,1,1,mid,0,0,6,33,0,0,0,0,0,0,0,0,0,0,129,174,0,150,0,177,141,171,117,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,93,213,438,1047,0
100749,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,27,21,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,363,0
139801,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,21,57,0
155386,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,24,0,54,51,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3,9,72,300,0
158473,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,132,0,75,96,0,0,0,51,0,0,0,0,0,0,105,0,0,0,0,0,6,12,189,576,0
80295,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,111,450,0
168680,0,1,mid,0,99,111,0,0,0,0,0,0,0,0,0,0,0,0,165,0,42,0,156,153,102,99,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,9,0
4222,0,0,low,0,57,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
127155,0,1,high,0,27,66,186,171,0,0,0,0,0,0,0,0,0,126,150,0,0,0,159,174,177,162,0,0,0,0,0,0,0,0,123,78,123,0,0,0,0,0,0,3,165,543,0
152777,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,75,462,1452,0
102156,0,1,low,0,54,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,45,111,108,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,21,27,114,390,0
96760,0,1,mid,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,57,198,0
74766,1,1,high,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,165,0,180,0,144,186,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,3,3,75,324,0
93442,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96168,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22430,0,0,mid,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,54,72,48,45,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,3,1
65005,0,1,mid,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,243,645,0
49569,0,1,low,0,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,21,0,0,0,0,0,0,0,24,0,0,21,0,0,0,0,0,30,72,111,267,0
148062,0,1,mid,9,18,84,9,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,144,0,48,45,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,15,39,72,231,0
102263,0,1,mid,0,54,54,201,0,0,0,0,0,0,0,0,0,0,60,177,0,0,0,153,177,69,33,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,15,60,165,597,0
119752,0,1,high,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,183,0,177,0,156,129,87,186,0,0,0,99,0,0,0,216,0,0,180,0,0,0,0,0,0,6,210,441,0
7723,0,1,mid,0,0,63,0,138,0,0,0,0,0,0,0,0,0,0,123,0,0,0,138,0,12,9,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,3,9,66,228,1
47793,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0
128963,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,507,0
119765,0,1,high,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,144,0,0,0,180,63,111,108,0,0,0,0,0,0,0,0,0,18,162,0,0,0,0,0,0,12,93,384,0
35423,0,1,low,39,39,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,135,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1
142847,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,66,135,132,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,6,6,0
131703,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,72,0,48,45,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,114,315,0
98676,0,1,mid,0,36,84,0,0,0,0,0,0,0,0,0,0,0,0,153,0,105,0,117,126,12,33,0,0,0,48,0,0,0,0,0,138,141,0,0,0,0,0,0,0,3,6,0
123611,1,1,high,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,192,222,9,60,0,0,0,105,0,0,0,57,0,0,168,0,0,0,0,0,0,3,465,1491,0
20800,0,0,mid,48,126,126,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,57,72,132,129,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,423,813,1
154337,0,1,high,0,45,69,0,0,0,0,0,0,0,0,0,0,0,21,93,0,0,0,108,72,111,99,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,45,60,438,681,0
117765,1,1,high,0,15,27,138,0,0,0,0,0,0,0,0,0,0,186,159,0,120,0,180,180,111,27,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,21,357,765,0
69614,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,21,54,51,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,3,3,45,93,0
89917,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,15,0,81,81,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,12,18,87,582,0
32417,0,1,low,42,42,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,96,204,1
37411,0,0,high,33,126,249,0,111,0,0,0,0,0,0,0,0,0,0,99,0,0,0,123,75,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,3,39,207,537,1
26224,0,1,mid,0,48,72,0,111,0,0,0,0,0,0,0,0,0,159,126,0,0,0,177,117,210,135,0,0,0,48,0,0,0,0,0,0,150,0,0,0,0,0,0,3,96,462,1
124779,0,1,high,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,99,99,57,54,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,39,87,258,702,0
4799,0,1,high,0,0,0,12,30,0,0,0,0,0,0,0,0,0,9,27,0,0,0,30,15,108,114,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,6,3,12,1
