id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46
7851,0,0,high,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39
7852,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,39,0,42,60,0,0,0,48,0,0,0,0,0,0,39,0,0,0,0,0,3,3,18,24
7853,0,1,mid,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,171,0,0,0,165,138,99,99,0,0,0,0,0,0,0,0,0,99,150,0,0,0,0,0,3,30,306,1146
7854,0,0,high,0,78,159,87,0,0,0,0,0,0,0,0,0,0,24,180,0,39,0,177,159,21,45,0,0,0,87,0,0,0,0,0,0,159,0,0,0,0,0,0,0,45,99
7855,1,1,high,33,87,249,159,0,0,0,0,0,0,0,0,0,0,87,174,0,0,0,156,180,138,84,0,0,0,0,0,0,0,0,0,39,147,0,0,0,0,0,66,267,897,2439
7856,1,1,high,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,138
7857,1,1,mid,21,75,138,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,105,0,3,3,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3,24,231,903
7858,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
7859,1,1,high,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,123,129,0,0,129,120,24,42,0,0,0,45,0,0,0,0,0,0,108,0,0,0,0,0,0,0,1029,2772
7860,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,150,0,18,0,147,60,141,108,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,9,45,12,60
7861,0,1,mid,0,0,54,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,33,0,39,36,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,3,6,30,81
7862,0,1,high,0,102,135,51,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,150,69,12,33,0,0,0,45,0,0,0,0,0,0,132,0,0,0,0,0,6,75,279,1134
7863,0,1,mid,0,0,24,21,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
7864,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,78,0,3,3,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,156,378
7865,0,1,high,18,72,150,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,111,9,18,36,0,0,0,45,0,0,0,0,0,0,48,78,0,0,0,0,99,243,1278,3567
7866,0,0,low,6,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7867,0,1,mid,0,87,93,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,135,156,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,15,18,105,285
7868,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,117
7869,0,0,high,42,108,255,120,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,159,171,123,222,0,0,0,186,0,0,114,0,0,0,135,0,0,0,0,0,3,3,84,261
7870,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,135,132,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,33,132
7871,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7872,0,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,54,0,63,66,0,0,0,78,0,0,0,0,0,0,51,0,0,0,0,0,0,0,93,252
7873,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7874,0,0,mid,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,21,57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,777
7875,0,1,low,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,3,15,156,1167
7876,0,0,mid,9,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,135,132,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,51,99
7877,1,0,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,63
7878,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,90,87,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6,15
7879,0,1,mid,0,0,30,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,36,51,27,18,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,78,153,405,987
7880,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,36
7881,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,99,81,12,12,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,69,381,309,1092
7882,1,1,high,0,0,0,48,0,0,0,0,0,0,0,0,0,0,36,180,0,0,0,168,126,39,18,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,18,69,1863,5634
7883,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,90,96,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,69,171,906,2178
7884,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,129,0,102,99,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,630,981
7885,0,0,high,45,45,45,30,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,87,93,57,78,0,0,0,36,0,0,0,0,27,0,105,0,0,0,0,0,9,9,108,333
7886,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7887,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,114,36,120
7888,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,159,0,90,111,0,0,0,0,0,0,0,42,0,0,90,0,0,0,0,0,0,0,132,489
7889,0,0,high,51,96,183,0,0,0,0,0,0,0,0,0,0,0,51,45,0,0,0,33,15,54,27,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,12,261,645
7890,1,1,high,0,0,0,24,0,0,0,0,0,0,0,0,0,0,21,45,0,30,0,30,30,90,81,0,0,0,0,0,0,0,0,9,0,24,0,0,0,0,0,0,0,726,2385
7891,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,189,438
7892,0,0,low,45,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18
7893,0,0,high,0,45,129,0,78,0,0,0,0,0,0,0,0,0,0,66,0,0,0,39,0,117,114,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,63,312
7894,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,12,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,3,279,981
7895,0,1,low,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,162,621
7896,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,123,132,99,72,0,0,0,48,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6,24
7897,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,6,18
7898,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,129,396
7899,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,0,0,15,69,60,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,6
7900,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0,132,129,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,90,336
7901,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0
7902,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,0,0,0,36,111,33,42,0,0,0,0,0,0,0,0,27,0,66,0,0,0,0,0,0,0,78,87
7903,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
7904,0,0,high,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,189,522
7905,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,9,102,483
7906,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,3,6,135,408
7907,1,1,mid,0,0,0,33,0,0,0,0,0,0,0,0,0,0,180,90,0,0,0,51,156,114,9,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,228,720
7908,0,0,low,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7909,0,0,high,30,30,51,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,69,84,93,93,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,96
7910,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
7911,1,1,mid,24,24,60,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,96,102,105,105,0,0,0,0,0,0,0,0,0,0,129,81,0,0,0,0,9,24,198,552
7912,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,90
7913,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,117
7914,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,84,81,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,12,99,225
7915,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
7916,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,135,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15
7917,0,1,high,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,126,15,12,36,0,0,0,54,0,0,0,0,9,0,129,0,0,0,0,0,150,741,279,1269
7918,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,57,30,90,87,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,30,102
7919,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,174,0,0,0,156,0,6,45,0,0,0,96,0,0,0,0,0,0,168,0,0,0,0,0,6,15,75,237
7920,0,1,high,60,60,87,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,183,162,48,48,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,6,228,363
7921,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7922,0,1,mid,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,144,153,36,33,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,3,12,276,639
7923,1,1,mid,0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,159,0,114,126,0,0,0,39,0,0,0,0,0,0,150,0,0,0,0,0,0,0,36,72
7924,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,105
7925,1,1,high,0,0,0,24,0,0,0,0,0,0,0,0,0,0,69,174,0,90,0,144,180,45,6,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,3,3,42,78
7926,0,0,low,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7927,1,1,high,0,0,0,99,0,0,0,0,0,0,0,0,0,0,165,111,0,0,0,159,87,228,150,0,0,0,42,0,0,0,0,0,0,105,0,0,0,0,0,0,6,24,54
7928,0,1,high,0,0,0,33,0,0,105,0,0,0,0,0,0,0,0,84,0,9,0,150,0,0,21,0,0,0,42,0,0,0,0,0,0,150,0,0,0,0,0,12,21,144,435
7929,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,255
7930,0,0,high,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,69,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,162,285,573
7931,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7932,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,288
7933,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,30,0,0,0,36,30,48,24,0,0,0,48,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,36
7934,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7935,0,1,low,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,60,78
7936,0,0,low,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7937,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,162,0,57,0,87,87,0,0,0,0,0,0,0,0,0,0,105,0,159,0,0,0,3,15,363,888
7938,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,120,0,129,126,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,30,42
7939,0,1,high,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,480,1467
7940,1,1,high,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,753,1689
7941,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,51,159
7942,0,0,mid,0,3,21,12,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,120,120,39,75,0,0,0,87,0,0,0,0,0,0,114,0,0,0,0,0,0,0,24,39
7943,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,180
7944,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7945,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7946,0,1,mid,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,132,0,57,57,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,135,351
7947,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,141,117,117,117,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,51,123
7948,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,105,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,6,153,327
7949,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,90,0,147,174,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,12,12,474,1239
7950,0,1,high,0,12,27,0,0,0,0,0,0,0,0,0,0,0,123,48,0,0,0,168,66,114,90,0,0,0,105,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0
7951,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,27,75
7952,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0
7953,1,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,24,153
7954,0,1,mid,18,18,54,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,165,141,48,48,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,33,90,159,435
7955,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,120,117,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3
7956,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,15,42
7957,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
7958,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,75,72,24,24,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,99,219,237,612
7959,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,189,0,168,150,0,45,0,0,0,99,0,0,0,0,0,0,165,0,0,0,0,0,0,15,6,42
7960,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,129,123,27,48,0,0,0,48,0,0,0,0,0,0,141,0,0,0,0,0,3,3,303,708
7961,0,1,mid,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,27,0,78,78,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,6,6
7962,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,99,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,162
7963,0,1,mid,0,39,39,0,0,0,0,0,0,0,0,0,0,0,171,78,0,0,0,117,153,225,165,0,0,0,0,0,66,0,0,0,0,75,0,0,0,0,0,45,144,153,549
7964,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,18,0,3,3,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,15,39,225,555
7965,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,72,276,753
7966,0,1,high,0,0,0,15,0,18,0,0,0,0,0,0,0,0,174,165,0,0,0,195,72,189,108,0,0,0,51,0,0,0,0,0,0,156,0,0,0,0,0,150,501,576,1461
7967,0,1,high,0,0,0,0,0,0,141,0,0,0,0,0,0,0,150,189,0,0,0,153,99,201,216,0,0,0,111,0,81,0,0,0,48,159,0,0,0,0,0,0,0,21,42
7968,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,69
7969,0,1,mid,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,102,0,63,60,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
7970,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,81,81,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,12,24
7971,1,1,high,0,0,0,27,0,0,33,0,0,0,0,0,0,0,60,81,0,0,0,48,30,108,93,0,0,0,45,0,24,0,0,0,0,45,0,0,0,0,0,0,6,27,153
7972,0,1,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,72,168,405,888
7973,1,1,low,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,18,0,0,0,138,0,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,66,69,204
7974,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,75,237
7975,0,1,high,0,96,252,87,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,105,81,12,57,0,0,0,102,0,0,0,0,0,96,111,0,96,0,0,0,33,78,99,756
7976,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,111,0,60,60,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,3,6,105,333
7977,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,405,1416
7978,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,96,93,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,78,186
7979,0,1,low,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,51,0,0,12,0,0,0,27,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,42
7980,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,120,0,117,114,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,6,18,48,204
7981,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7982,1,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,87,102,33,30,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,9,18
7983,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,42,42,0,24,0,0,0,48,0,0,0,0,0,0,42,0,0,0,0,0,0,9,3,24
7984,0,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,33,0,69,69,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,3,375,1017
7985,1,1,mid,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,129,105,99,129,0,0,0,84,0,0,0,0,0,0,111,0,0,0,0,0,0,0,111,315
7986,0,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,36,30,27,30,0,0,39,39,0,0,0,0,0,0,21,0,0,0,0,0,0,0,15,24
7987,0,0,high,30,30,30,0,216,0,0,0,0,0,0,0,0,0,0,192,0,69,0,177,210,27,72,0,0,0,102,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0
7988,0,0,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7989,0,0,low,33,60,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
7990,1,1,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,36,33,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,24,42
7991,0,1,low,0,51,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27
7992,0,1,mid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,90,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7993,1,0,high,0,0,42,69,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,156,180,15,36,0,0,0,48,0,0,0,0,0,0,138,0,0,0,0,0,0,0,81,351
7994,0,0,high,48,108,186,87,192,0,0,0,0,0,0,0,0,0,0,183,0,0,0,171,183,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,39,66,375,975
7995,1,1,mid,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,147,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,6,36
